,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
244,Житель Ташкентской области превратил свой дом в конопляную лабораторию,18,https://uznews.uz/posts/1029,"16 сентября инспекторы по профилактике обнаружили на территории махалли «Бунедкор» лабораторию по выращиванию и изготовлению наркотических средств. Выяснилось, что наркотики изготавливал 37-летний местный житель, который оборудовал в своей квартире специальное помещение под лабораторию. Прибывшие на место эксперты детально изучили самодельную лабораторию площадью в 4 квадратных метра. Марихуана выращивалась здесь в цветочных горшках при специальном температурном режиме. Правоохранители нашли в лаборатории также глянцевую бумагу, электронные весы, бутылочки с клеем. Здесь же гражданин занимался расфасовкой готовой продукции. Высушенные и измельченные наркотические вещества мужчина хранил в стеклянных банках, спичечных коробках и специальных контейнерах. Судебно – химическая экспертиза подтвердила, что растения, обнаруженные в квартире гражданина, содержат активные наркотические вещества: 791 гр каннабиса и 735 гр измельченной марихуаны. Против мужчины возбуждено уголовное дело по части 1 статьи 270 (Культивирование запрещенных к возделыванию культур) и статье 273 (Незаконное изготовление, приобретение, хранение и другие действия с наркотическими средствами, их аналогами или психотропными веществами с целью сбыта, а равно их сбыт) УК. Ведется следствие. ","['Дать ему нужно срок по полной.\nБизнесмен хренов.', 'Вспомни сериал ""во все тяжкие""', 'и этот насмотрелся американских сериалов.', 'Эх Лузер как он спалил  свою берлогу ', 'Уолтер-окя Уайтов Хайзенберг угли', 'У наших, неприкасаемых монополистов наркомании солидная крыша, но мелочевщиков сдать можно)', 'Правоохранительные органы обнаружили паленую водку,нет до травки прицепились.разрешите марихуану уже и вся химия пропадет с улиц сама собой.']","[0.49623063, 0.50376934]",0,1,A resident of Tashkent province turned his house into a cannabis lab.,"'Remember the show 'for all the bad things,' 'and this one saw the American series.' 'Eh Luser burned his dungeon', 'Walter Okey Whites Heisenberg coal,' 'Our untouchable drug monopolists have a solid roof, but it's possible to turn it in.' 'The law enforcement authorities found a powdered vodka, no before the weed. Let marijuana and all the chemicals go to the streets by themselves.']"
245,"В Кашкадарье вынесли приговор гражданину, продававшему мясо ослов",22,https://uznews.uz/posts/1048,"Во время выездного приема городского суда по уголовным делам, состоявшегося в здании Каршинского юридического колледжа, было рассмотрено дело о забое ослов жителем каршинской махалли «Арабхона». Выяснилось, что в начале апреля сего года в одном из домов махалли «Арабхона» города Карши правоохранители обнаружили шкуры, мясо, а также 20 еще живых ослов. Во время судебного разбирательства мужчина признался, что заготавливал мясо ослов для собак. Собранные по данному делу документы позволили выяснить, что гражданин продавал мясо заказчику. Суд признал обвиняемого виновным в совершении преступления, предусмотренного частью 1 статьи 186 (Производство, хранение, перевозка в целях сбыта либо сбыт товаров, выполнение работ или оказание услуг, не отвечающих требованиям безопасности) Уголовного кодекса, и назначил ему наказание в виде исправительных работ сроком на 2 года с удержанием 20 процентов заработной платы. ","['Ну вот оставили Узбекистан без салями. ', 'Да сам Хашимов-корзиночник их жрёт и не жалуется, что уж до чувака докапались?!', 'А в каком законе написано, что нельзя есть ослятину? Откройте рецепт фирменной салями, там основной является ослятина. ', 'Ну хоть 20-ти осликам продлили жизнь…А то казы из лошади жрут по всей стране за обе щеки, а ослы чем не угодили тогда?)) Хе-хе… ', 'Да здравствует наш суд, самый непредсказуемый и алогичный в мире', 'А чё собак тоже запрещено ослятиной кормить??странно...', 'Это не наказание.', 'а заказчик отмазался и продолжил закупать ослиное мясо в другом месте ', 'Комментарии излишне', 'Мало дали!!']","[0.4293386, 0.5706614]",0,2,"In Kashkadarje, a citizen selling donkey meat was sentenced","'Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey"
246,В Ташкенте задержана женщина за размещение запрещенных материалов в социальных сетях,14,https://uznews.uz/posts/1049,"В Ташкенте была задержана 26-летняя М.М., которая на своей странице в Facebook размещала материалы, содержащие фундаменталистские идеи Содика Самарканди, Абдуллаха Зуфара и Абдували Мирзаева, сообщает пресс-служба Верховного суда. Женщина была задержана в соответствии со статьей 227 УПК РУз (Задержание по постановлению дознавателя, следователя или прокурора). Прокуратура Юнусабадского района подала ходатайство в Юнусабадский районный суд по уголовным делам о применении меры пресечения в виде ареста к подозреваемой в связи с совершением преступления, предусмотренного п. «г» ч.3 ст.244-1 УК РУз (Изготовление, хранение, распространение или демонстрация материалов, содержащих угрозу общественной безопасности и общественному порядку, с использованием средств массовой информации либо сетей телекоммуникаций, а также всемирной информационной сети Интернет). 11 сентября Юнусабадский районный суд по уголовным делам отклонил ходатайство районного прокурора о взятии под стражу. Прокурор Юнусабадского района подал апелляцию на постановление Юнусабадского районного суда по уголовным делам от 11 сентября. Данный протест был рассмотрен и удовлетворен в установленном порядке. Апелляционной инстанцией суда принято во внимание, что М.М. находясь на свободе сможет уничтожить улики совершенных правонарушений, влиять на свидетелей и иными способами мешать следствию. В связи с этим было принято решение, что гражданка М.М. должна быть задержана в качестве меры пресечения. Сообщается, что задержанная будет помещена в следственный изолятор №1 ГУИН МВД. ","['Fleck о каких Пророках упоминаешь?', 'Местный дурачок Тимурка опять решил примешать Великую Римскую Империю в одну кучку с дебильными пророками…Петрушка-Каримка подсказал что ль?\nТы мухи с котлетами в одну кучку не мешай идьота кусок!', 'Предыдущим комментаторам хочется напомнить, что адекватный человек не будет распространять в соцсетях призывы к убийству представителей других религий и народов, подстрекать к войне и терактам в своем и других государствах. А все это есть в материалах таких грязных преступников, как Содик Самарканди, Абдуллах Зуфара и Абдували Мирзаев. Оправдывая эту пропагандистку терроризма, вы косвенно показываете, что мыслите так же, как все это отребье.   ', 'Инокомыслиющие всегда преследуются законом, сам Иисус Христос (пророк Иса)  своими апостолами  расматривались как группа экстремистов тогдашнему правительство Римлян поэтому его хотели убить ', 'Во второй раз все таки судье ""объяснили"" что такое хорошо, а что такое плохо. Ну и что, что выкладывала идеи, она же не призывала ни к чему. Почитайте Библию или Коран там тоже много ""идей"" и ""призывов"", которые можно рассматривать как угрозу нашей действующей власти. Но вроде за их публикацию не сажают. Так где же логика? ', 'Всем смотреть и слушать ""Ахборот"", там ничего плохого не покажут и не скажут..Мы живем в самой лучшей стране, и остальные страны нам завидуют...']","[0.34482142, 0.6551786]",1,0,A woman was detained in Tashkent for placing prohibited materials on social media,"'Fleck of which Prophets are you referring to?', 'Timurka's local fool once again decided to involve the Great Roman Empire in a bunch of idiot prophets...'Petrushka-Karimka told me that if you're a bunch of patlets, don't interfere with the idiot bitch!', 'previous commentators want to recall that an adequate person would not spread in social media calls for the murder of other religions and peoples, incite war and terrorism in his and other nations. And all of this is in the material of such filthy criminals as Sodik Samarcandi, Abdullah Zufar and Abdwal Mirzaev. 'Inspiring this idea of the propaganda of terrorism, you indirectly show that you think as much as all this scum.' 'The thinkers always follow the law, the Jesus Christ himself (Prophet Isa) hasn't spoken so well to his apostles, that it wasn't good to his judge that she said that she was promoting terrorism, but you thought that it was so much like a group of men. '"
247,"В Бухаре задержан сотрудник таможни, потребовавший $800 у иностранного предпринимателя",6,https://uznews.uz/posts/1077,"Сотрудники Управления СГБ по Бухарской области и территориального департамента по борьбе с экономическими преступлениями задержали старшего инспектора таможенного поста внешнеэкономической деятельности «Каракуль». Об этом говорится в репортаже на телеканале «Узбекистан 24». Выяснилось, что сотрудник таможни потребовал у предпринимателя из Туркменистана $800 за за снижение суммы таможенных пошлин за грузовые вагоны, прибывающие из соседней страны, а также за оформление декларации без уплаты ежедневных складских сборов. Во время оперативного мероприятия сотрудник таможни был задержан при получении $400 из запрошенной суммы. В настоящее время в отношении него возбуждено уголовное дело по соответствующей статье УК РУз, ведется следствие. ","['В капитализме рыночных отношений, беззаконие процветает, сотнями лет, в любой стране, ловят не всех, иначе капитализм станет диктатурой.', 'Для Ташкент Аэропорт карго это детский сад )))']","[0.9963059, 0.0036941376]",0,2,"In Bucharest, a customs officer was detained for $800 from a foreign entrepreneur.","'In the capitalism of market relations, lawlessness thrives, hundreds of years, in any country, not everyone is caught, otherwise capitalism will become a dictatorship. ', 'Tashkent Airport Cargo is a kindergarten.)']]"
248,"В Намангане задержан начальник отдела БПИ, предлагавший перевод в узбекский вуз за $700",2,https://uznews.uz/posts/1084,"В ходе оперативного мероприятия был задержан начальник отдела Бюро принудительного исполнения одного из районов Наманганской области при получении денег за оказание содействия в переводе из вуза в вуз. Выяснилось, что сотрудник правоохранительных органов пообещал местному жителю помочь с переводом из Джалалабадского государственного университета Кыргызстана в Андижанский государственный медицинский институт через своих знакомых в Министерстве высшего и среднего специального образования. За это он потребовал $700, из которых ранее получил $300 и 1 млн 50 тыс. сумов. Руководитель БПИ был задержан при получении оставшихся $200 и 1 млн 50 тыс. По данному факту возбуждено уголовное дело по соответствующим статьям УК РУз. ",[],"[0.0, 0.0]",0,1,"In Namangan, the head of the BPI department was detained, offering to transfer to a Uzbek university for $700.",[]
249,"Задержаны сотрудники прокуратуры, требовавшие деньги за изменение приговоров — видео",8,https://uznews.uz/posts/1090,,"['Да это капля в море,сколько их еще похлеще этих.', 'Если назвать их преступным сообществом, созданным бывшим генеральным прокурором, например по недавнему приговору создателям преступного сообщества в нацбезопасности ? Очевидно нам показывают силовиков поочередно, кто следующий ?', 'Только расстрел может помочь в борьбе с коррупцией! Другого пути - нет!!!', 'Как была гнилой системой так и остается. ']","[0.48058134, 0.51941866]",0,1,"Attorney-General's Office was detained demanding money for a change of sentence, a video.","'It's a drop in the sea, how many more of them.' 'If you call them a criminal association created by a former Attorney General, for example, a recent verdict by the builders of a criminal association in national security? 'It's obvious that we're being shown the silovists in turn who's next?' 'Only a shooting can help in the fight against corruption! No other way!!' 'How rotten the system remains."
250,"В Андижане задержали группу лиц, переправлявших наркотики из Кыргызстана",2,https://uznews.uz/posts/1170,"В ходе оперативного мероприятия, проведенного сотрудниками отдела борьбы с незаконным оборотом наркотических средств УУР УВД Андижанской области, была пресечена деятельность преступной группы, которая занималась контрабандой крупной партии наркотиков из Кыргызстана в Узбекистан. В частности, житель Пахтаабадского района О.Ш. и его подельник Т.О. были задержаны во время реализации условному покупателю около одного килограмма гашиша за $7500. По данному факту Следственным отделом при ОВД Пахтаабадского района возбуждено уголовное дело по ч.5 ст.273 (Незаконное изготовление, приобретение, хранение и другие действия с наркотическими средствами, их аналогами или психотропными веществами с целью сбыта, а равно их сбыт) и ч.2 ст.246 (Контрабанда) УК РУз, ведется предварительное следствие. ",[],"[0.0, 0.0]",0,0,"In Andijan, a group of drug traffickers from Kyrgyzstan were detained",[]
251,Пассажирка рейса Стамбул-Ташкент пыталась ввезти золотые украшения в соковыжималке,6,https://uznews.uz/posts/1187,"На днях сотрудники Специализированного таможенного комплекса государственного таможенного комитета «Ташкент АЭРО» выявили необычный метод контрабанды золотых украшений в аэропорту Ташкента. Об этом сообщает пресс-служба ГТК. Одна из пассажирок, прилетевшая рейсом Стамбул -Ташкент, пересекая таможенную границу через зеленый коридор, сильно нервничала, чем и привлекла внимание таможенников. В ходе осмотра с помощью контрольно-рентгеновского аппарата, на экране высветилась соковыжималка, находившаяся в багаже пассажирки.При вскрытии металлического основания соковыжималки с помощью специального оборудования выяснилось, что внутри были спрятаны золотые ювелирные украшения, весом 799 граммов. Установлено, что общая сумма украшений составляет 320 млн сумов. Кроме того, на днях в международном аэропорту Ташкента таможенники пресекли незаконный вывоз украшений за границу. Перед вылетом в Стамбул пассажир, пересекавший таможенную границу через зеленый коридор, был остановлен при попытке пронести в своем кармане не заявленные в декларации золотые часы. В ходе осмотра выяснилось, что внутри часов также был спрятан кусок золотого слитка. Общий вес обнаруженных часов и золотого слитка составил 133,4 грамма, а сумма — 25 млн сумов. В настоящее время по выявленным фактам правонарушений ведутся таможенные проверки и следственные действия. Отмечается, что за истекший период текущего года сотрудники Специализированного таможенного комплекса «Ташкент-Аэро» выявили 156 фактов правонарушений, предотвратили незаконное перемещение порядка 30 кг золотых ювелирных украшений на общую сумму 5,7 млрд сумов. ","['Идиотизм какой то! Ввозить нельзя, вывозить нельзя! А давайте государству за ""так"" отдадим, и будет нам счастья! Как вон на таможне советские бумажные рубли изъяли, как будто это г...но, какую то историческую ценность представляют! Дауны! ', 'Надо было золото в Россию везти там в два раза дороже. ', 'Надо золото не граммами перевозить, а тоннами (слитками) - тогда вас не задержат. ']","[0.6897556, 0.31024432]",1,0,A passenger on the Istanbul-Tashkent flight tried to bring gold jewelry in a juicer.,"Let's give it to the state, and we'll be happy, how the Soviet paper rubles have been removed at customs, as if it were g... but some historical value! Downs! ', 'We had to bring gold to Russia twice as much.' 'We shouldn't carry gold with grams, but with tons of it.'"
252,В Ташкенте вновь задержаны члены экстремистской организации «Хизб ут-Тахрир»,16,https://uznews.uz/posts/1190,"Сегодня, 17 сентября, спецслужбы провели операцию по задержанию 12 сторонников религиозно-экстремистской организации «Хизб ут-Тахрир». Главным среди них был 41-летний житель Юнусабадского района, который вместе с сообщниками, поддерживал через интернет связь с экстремистом Холдаровым Махмуджоном Абдумаликовичем, известным под псевдонимом «Махмуд Абдулмумин». Вместе они вели пропаганду идей религиозной экстремистской организации «Хизб ут-Тахрир», вербуя все новых людей в свои ряды. Кроме того, данные граждане распространяли в социальных сетях идеи построения в Узбекистане так называемого халифата. В ходе обысков в квартирах и телефонах задержанных были найдены материалы религиозного содержания. Ведется доследственная проверка. ","['Я когда такое читаю мне страшно становится ! Спасибо что есть люди которые не спят что бы мы спали. ', 'Ничего затем их по амнистии отпустят, затем снова посадят, затем снова отпустят.... и т. д. ', 'Заблудшие течение это плохо но пользуясь случаем некоторые ? алканнафты одобщяют всех мусульман оскорбляя  разжигают меж религиозный конфликт бл# если вы такие смелые идите лицо скажите когда на улице увидешь бородатого ', 'Все пытаюсь понять, если на ночной прогулке, в центре Бухары,  встретились четверо бородачей, в белой мусульманской одежде, довольные моим приветствием по арабски, то это уже талибан или только прелюдия)', 'И не удивительно,наш народ очень доверчивый и внушаемый,недавно разрешили одежду религиозную одевать так стали уже в паранджу кутаться,сейчас халифат начнут продвигать и пипец-здравствуй дремучесть,женщины превратятся в необразованных служанок и вечных рожалок,бороды уже всё растят кому не лень,религиозно-националистические идеи и т.д.и т.п.вот только почему-то на ишаков и верблюдов не пересаживаются с блатных машин,странно.И ещё пользуются благами цивилизации-интернетом,телевидением,пылесосами,холодильниками .придурки блин,чего спокойно не живётся,мирно', 'Слишком много дали им воли - это опасно, потому что они как всегда перегнут палки!!!', 'Спасибо тем, кто работает в этой сфере, сотрудникам по борьбе с не верными! Правильно, нужно давить этих гадов, чтоб даже духу их не было в Узбекистане! Спасибо всем кто работает в этом направлении, дай бог вам здоровья...']","[0.50574917, 0.49425086]",0,1,Members of the extremist organization Hizb ut-Tahrir are again detained in Tashkent,"When I read this, it's scary to me! Thank you for having people who don't sleep to sleep. ', 'Nothing else will be released by amnesty, then put away again, then let go again... and so on. ', 'The lost currents are bad but take advantage of it some? Alkannafts favor all Muslims by insulting inter-religious conflict.'"
253,"В Ташкенте задержали директора ТЧСЖ, подозреваемого в хищении более 430 млн сумов",26,https://uznews.uz/posts/1228,"В ходе расследования, проведенного Сергелийским районным отделением Департамента при Генпрокуратуре, был задержан директор товарищества частных собственников жилья, гражданин Л.Р. Выяснилось, что в период с 2018 по сентябрь 2021 года директор ТЧСЖ незаконно присвоил в общей сложности 431 млн сумов, собранных с собственников квартир, входящих в товарищество. По данному факту возбуждено уголовное дело по статье 167 УК РУз (Хищение путем присвоения или растраты), ведется следствие. ","['Так это не новость! Такое воровство происходит вовсём Узбекистане, просто когда люди жалуются, включается система тониш-билиш или коррупция и поэтому всё это остаётся без внимания! ', 'Я когда то пробовал в Бухаре воспитывать ТЧСЖ в духе законности, так меня подняли на дыбы, начиная с прокуратуры, я тогда понял, как кадры, подобраны и насильно порассунуты где попало, лучшие, остальные воруют еще больше. В капитализме воруют все, потому что все мошенники, кроме меня)', 'Воруют,потому что собственников это устраивает. Не предоставляет отчёт-значит так требуете. Почему то мы может стребовать. А вот кто в УК,попробуйте с них спросить. Будете в шоке!', 'Наше ТЧСЖ существует уже лет 10 (Юнусабадский район, ц-4).И ни разу за это время председатель ТЧСЖ, куда входит всего один дом, ни разу не представила перед собственниками жилья финансовый отчёт по итогам года, куда были направлены средства, собранные с жильцов дома.\nТакой принцип работы непрозрачности и скрытости, создает отличные предпосылки для незаконных финансовых операций, хищений и растраты.', 'В Карши убрали бывшую начальницу Ширката ""Умид-АДХ"", которая более 20 лет только и делала, что воровала. Дело было передано в вышестоящие инстанции, но так жители микрорайона и не добились возмещения финансов.', 'Все они крысы, а этот просто не поделился с кем нужно вот и устроили показательную порку.', 'Проверьте пожалуйста, также Чиланзарский район 8 квартал, ТЧСЖ те ещё казнокрады, более того за то, что ничего не делают требуют деньги, мол если не заплатишь передадим дело в суд (1 раз выходили с липовым письмом от имени суда)', 'Вы проверьте все ТЧСЖ в городе, и не такое найдете...Везде коррупция, обдирание жильцов и казнокрадство. Поэтому председатели ТЧСЖ так и держатся за эту должность...не сдвинуть..', 'И куйлюк тоже, 4 массив. Самарова Зохида посадили, а то, что он на воровал банки требуют с нас... ', 'Здравствуйте,  учтепинский район тоже проверьте, пожалуйста. 23 квартал ']","[0.8018664, 0.1981336]",0,2,"In Tashkent, the director of PMJ, suspected of theft of more than 430 million sum, was detained.","This isn't news! This kind of theft happens in all of Uzbekistan, just when people complain, turn on the system of tonisch-bashing or corruption, and so it all goes unattended! ', 'I used to try in Bucharest to raise PMSW in the spirit of legality, so I've been lifted up, starting with the D.A.'s office, so I figured out how people in the C.C., you'll be shocked!', 'Our PMShit has been there for 10 years 'cause all the crooks except me', 'cause they're stealing, 'because the owners are doing it,' 'cause they're doing it. 'Cause they don't want to do it. Why don't they report"
254,В Ташкенте задержаны 10 сторонников организации «Хизб ут-Тахрир»,16,https://uznews.uz/posts/1239,"15 сентября в ходе оперативно-розыскных мероприятий правоохранители задержали 10 членов религиозно-экстремистской организации «Хизб ут-Тахрир», проживающих в Алмазарском районе города Ташкента. Сообщается, что задержанные мужчины ранее отбывали наказание за преступления, совершенные в рядах данной организации. Через сеть Интернет они общались со скрывающимися за рубежом членами «Хизб ут-Тахрир». По их указаниям занимались пропагандой идей организации среди населения и расширением рядов ее сторонников. В квартирах и телефонах задержанных обнаружены материалы, относящиеся к организации «Хизб ут-Тахрир». Правоохранители изъяли вещественные доказательства, подтверждающие причастность лиц к данной террористической организации. В настоящее время проводится доследственная проверка. ","['Лишите гражданства, отправьте их к талибам. Там в своём обществе будут жить.', 'Показуха перед выборами', 'Власть сама заигрывает с такими ""элементами"". Не нужно идти у них на поводу и давать разного рода поблажки. Если в Конституции записано, что светская страна, так и следуйте букве закона...', 'Их не изменить Уже.', 'Сенодня посадят чере пол года отпустят', 'Лучше всего все повесить на тех, кто уже был признан виновным. В прошлый раз повесили взрывы, на этот раз, наверное, обвинят в конфликте интересов, в не добросовестном ведении бизнеса и коррупции. Вроде мы с этим боремся, как бы. Началась охота на ведьм и поиск крайнего. ', 'Горбатого могила исправит. Но мы их снова простим и отпустим) ']","[0.46142507, 0.53857493]",0,1,Ten supporters of Hizb Ut-Tahrir have been detained in Tashkent,"'The power itself flirts with such ""elements."" You don't have to go to them and give them different kinds of relief. If it is written in the Constitution that the secular country and follow the letter of the law...', 'they won't change already.' 'They'll put the skull down for half a year', 'the best thing to do is hang it on those who have already been found guilty. Last time, they'll probably hang the bombs, this time they'll be accused of conflict of interest, bad business and corruption. 'We seem to be fighting it. 'It's like the witch hunt and the search for the extreme.' 'The grave will correct. 'But we'll forgive them again and let them go away.']"
255,"Задержаны мужчины, пытавшиеся продать банкноту в $1 млн",6,https://uznews.uz/posts/1250,"В ходе выявления фактов незаконного обращения валютных ценностей, правоохранители задержали мужчин, которые пытались продать банкноту номиналом 1 млн долларов, выпущенную в 1988 году, за 40 тысяч долларов. Эксперты выяснили, что данная банкнота не имеет никакой ценности, поскольку была выпущена в качестве сувенира. По данному факту возбуждено уголовное дело по статье 168 (Мошенничество) Уголовного кодекса. Ведется следствие. ","['Один хотел продать ненужную бумажку, другой хотел ее купить, тот что хотел купить оказался подставной собакой ментовской. За что арестован первый? ', '3 года назад было такое видимо это новое преступления, теперь Можем спать спокойно задержали опасного бандита  ']","[0.51994526, 0.48005477]",0,1,Men in custody trying to sell $1 million in banknotes,"'One wanted to sell an unnecessary piece of paper, the other wanted to buy it, the one who wanted to buy it turned out to be a fake dog of a cop.'"
256,В Ташкентской области обнаружили плантацию конопли,16,https://uznews.uz/posts/1268,"По информации Следственного департамента при МВД, в ходе оперативного мероприятия «Qora-dori 2021», проведенного сотрудниками ГУВД Ташкентской области, в присутствии понятых был проведен осмотр дома, принадлежащего 38-летнему Б.Ж. На открытой территории сада, прилегающей к дому, площадью 200 кв.м, были густо высажены зеленые растения с резким запахом, еще 59 кустов были обнаружены среди посевов кукурузы. Согласно судебно-химической экспертизе, 803 куста, взятых из дома гражданина Б.Ж. содержали активное вещество тетрагидроканнабинол, который является основным веществом каннабиса. По данному факту Следственным отделом ОВД Ахангаранского района возбуждено уголовное дело по ч.5 ст. 273 УК РУз (Незаконное изготовление, приобретение, хранение и другие действия с наркотическими средствами, их аналогами или психотропными веществами с целью сбыта, а равно их сбыт), ведутся следственные действия. ","['Давно пора продавать марихуану в аптеках. Кто не курит, тот и не начнет, а кто курил и так находит. Легализуйте ее и она сразу потеряет ценность запретного плода…', 'Запретить нужно сигареты и водку! Я не видела не одного человека который бы перекупил  и умер а от водки люди умирают, разве это нормально?', 'А конопля это для отвода глаз.\nЧтоб показать, что они работают.\nА то что в аптеках продают, как они дошли до аптек?\nНикто не хочет в этом разобраться?\nВвоз как происходил...', 'Ну, если паленая водка уже попала в магазины, значит это кто-то позволяет. И этот кто-то кормится. Это кто-то сидит высоко и даёт на это разрешение.', 'Тут согласен  паленая водка на много опаснее', 'Райский сад погубили сволочи,лучше бы с водкой палёной боролись.']","[0.83148974, 0.16851024]",0,0,"In Tashkent province, they found a cannabis plantation.","'It's time to sell marijuana at the drugstore, who doesn't smoke, who doesn't start, and who smokes and finds it, and she loses the value of the forbidden fruit...', 'cause I don't see one person who buys and dies and people die of vodka, does it look normal? 'and the cannabis is to take their eyes out? 'and to show that they're working. 'It's what they sell at the drugstore, how they get to the drugstores? 'Nobody wants to figure it out? 'The garden has destroyed the bastards, 'but if the fallen vodka is already in the shops, it's someone who lets it.' And this one is feeding. 'It' It's someone who sits high and gives permission.' 'It agrees the fallen vodka to a lot more dangerous,' 'the garden has destroyed the bastards, better with the vodka fight.'"
257,В Андижане сотрудники ОВД избили мужчину — видео,18,https://uznews.uz/posts/1281,"В сети Интернет распространилось видео, на котором запечатлено избиение гражданина сотрудниками отдела внутренних дел №4 УКД ОВД города Андижана. Как сообщили в пресс-службе Генпрокуратуры, сегодня, 14 сентября, по данному факту было возбуждено уголовное дело по статье 109 УК РУз (умышленное причинение легкого вреда здоровью), ведется следствие. Данный инцидент находится на контроле Андижанской областной прокуратуры. Напомним, в ноябре прошлого года суд по уголовным делам вынес приговор шести сотрудникам УКД ОВД №4 г. Андижана, причастным к избиению задержанного гражданина, который впоследствии скончался в больнице. Начальник городского отдела ОВД и пятеро сотрудников получили от 1 до 10 лет лишения свободы.","['У ментов чтото страха нет .тюрма наверно для них санаторий', 'Андижанских гуувдшников в Термез переведите а то наши работать не умеют только бомжей ловить))', '1 год наверное начальнику дали. ', 'Сотрудники правоохранительных органов в двойне должны нести ответственность перед законом! Кому как не им ,не знать все пункты правовых мер и наказаний((((( простых смертных сразу в сизо,а они разгуливают(((((Так Закон для всех един или как?(((( ', 'Сотрудники правоохранительных органов в двойне должны нести ответственность перед законом! Кому как не им ,не знать все пункты правовых мер и наказаний((((( простых смертных сразу в сизо,а они разгуливают(((((Так Закон для всех един или как?(((( ', 'Власть портит там\nначальника, который делегирует порчу дальше, по подчиненности, скажем мягко.', 'В законе пишется, что закон для всех един, и соблюдения закона должен соблюдать каждый гражданин Узбекистана, кто он не был, какой бы должность он не занимал! Особенно эти слова всегда высказывают служители правопорядка! Я думаю что с эти служители (преступников в погонах) должны нести по всей строгости закона! Если переступают черту до такого, можно сказать тяжкого преступления! Но как бы там не было, у нас в Узбекистане таким преступниках в погонах всегда найдётся оправдание и отмазка', 'А почему только уголовное дело и рассматривают? Где взятие под стражу или в СИЗО до суда? Почему если гражданин избил сотрудника правоохранительных органов которому платит зарплату то его сразу за решётку а если сотрудник то рассмотрение и т.д. ОВД Андижан сума сходит?? ', 'Полныи беспредел куда смотрит руководства ,или они за одно с ними ,куда смотрит МВД .']","[0.7454785, 0.25452155]",0,2,"In Andijan, the police beat up a man — a video —",The cops don't have any fear. There's gotta be one year for them. The law enforcement officers have to be held accountable twice before the law. To whom they don't know all the points of legal action and punishment.
